id,order_date,ship_mode,customer_id,sales,ingestion_timestamp,source_system
105172,4/4/2014,standard,80,18.9,2026-02-04 11:02:30.630186,orders_csv
105249,11/28/2014,same day,304,460.092,2026-02-04 11:02:30.630186,orders_csv
105270,11/11/2014,standard,897,143.128,2026-02-04 11:02:30.630186,orders_csv
105340,11/22/2014,first,364,6.928,2026-02-04 11:02:30.630186,orders_csv
105417,1/7/2014,standard,576,87.158,2026-02-04 11:02:30.630186,orders_csv
105648,3/3/2014,standard,845,626.352,2026-02-04 11:02:30.630186,orders_csv
105872,5/30/2014,standard,394,70.368,2026-02-04 11:02:30.630186,orders_csv
105893,11/11/2014,standard,748,665.88,2026-02-04 11:02:30.630186,orders_csv
105984,11/24/2014,same day,29,1661.028,2026-02-04 11:02:30.630186,orders_csv
106054,1/6/2014,first,327,12.78,2026-02-04 11:02:30.630186,orders_csv
106229,6/7/2014,second,276,268.935,2026-02-04 11:02:30.630186,orders_csv
106264,12/26/2014,standard,110,15.39,2026-02-04 11:02:30.630186,orders_csv
106376,12/5/2014,standard,267,1280.992,2026-02-04 11:02:30.630186,orders_csv
106439,10/31/2014,standard,495,1007.936,2026-02-04 11:02:30.630186,orders_csv
106572,9/5/2014,standard,983,264.32,2026-02-04 11:02:30.630186,orders_csv
106719,8/24/2014,same day,928,8.288,2026-02-04 11:02:30.630186,orders_csv
106726,12/6/2014,first,913,1261.33,2026-02-04 11:02:30.630186,orders_csv
106803,12/29/2014,standard,137,144.36,2026-02-04 11:02:30.630186,orders_csv
106810,5/14/2014,standard,990,310.88,2026-02-04 11:02:30.630186,orders_csv
106971,9/2/2014,standard,887,475.944,2026-02-04 11:02:30.630186,orders_csv
107139,7/5/2014,standard,177,180.96,2026-02-04 11:02:30.630186,orders_csv
107153,9/28/2014,standard,74,46.26,2026-02-04 11:02:30.630186,orders_csv
107181,2/4/2014,standard,78,117.136,2026-02-04 11:02:30.630186,orders_csv
107398,8/25/2014,standard,643,30.246,2026-02-04 11:02:30.630186,orders_csv
107454,11/2/2014,standard,135,124.2,2026-02-04 11:02:30.630186,orders_csv
107524,3/2/2014,standard,154,47.76,2026-02-04 11:02:30.630186,orders_csv
107573,12/12/2014,standard,966,23.472,2026-02-04 11:02:30.630186,orders_csv
107594,7/2/2014,standard,391,79.56,2026-02-04 11:02:30.630186,orders_csv
107706,2/14/2014,second,720,16.176,2026-02-04 11:02:30.630186,orders_csv
107755,2/7/2014,standard,283,115.36,2026-02-04 11:02:30.630186,orders_csv
107769,10/28/2014,standard,725,257.98,2026-02-04 11:02:30.630186,orders_csv
107811,4/29/2014,standard,322,661.504,2026-02-04 11:02:30.630186,orders_csv
107818,9/8/2014,standard,989,1771.52,2026-02-04 11:02:30.630186,orders_csv
107916,8/24/2014,first,731,25.952,2026-02-04 11:02:30.630186,orders_csv
108147,6/8/2014,standard,818,1745.36,2026-02-04 11:02:30.630186,orders_csv
108182,2/6/2014,second,15,8.952,2026-02-04 11:02:30.630186,orders_csv
108189,10/2/2014,first,15,598.144,2026-02-04 11:02:30.630186,orders_csv
108273,12/16/2014,standard,722,92.856,2026-02-04 11:02:30.630186,orders_csv
108609,10/31/2014,second,164,1421.664,2026-02-04 11:02:30.630186,orders_csv
108707,10/24/2014,standard,192,10.368,2026-02-04 11:02:30.630186,orders_csv
108861,5/28/2014,standard,524,136.96,2026-02-04 11:02:30.630186,orders_csv
108903,10/3/2014,same day,253,212.952,2026-02-04 11:02:30.630186,orders_csv
109043,8/15/2014,first,484,243.6,2026-02-04 11:02:30.630186,orders_csv
109127,12/21/2014,standard,407,17.28,2026-02-04 11:02:30.630186,orders_csv
109134,11/5/2014,standard,339,20.04,2026-02-04 11:02:30.630186,orders_csv
109218,6/30/2014,second,521,32.4,2026-02-04 11:02:30.630186,orders_csv
109232,1/13/2014,second,260,545.94,2026-02-04 11:02:30.630186,orders_csv
109302,8/12/2014,standard,611,196.21,2026-02-04 11:02:30.630186,orders_csv
109491,2/20/2014,standard,360,82.63,2026-02-04 11:02:30.630186,orders_csv
109680,10/6/2014,first,646,386.34,2026-02-04 11:02:30.630186,orders_csv
109855,9/1/2014,standard,277,380.744,2026-02-04 11:02:30.630186,orders_csv
109890,7/21/2014,standard,959,35.98,2026-02-04 11:02:30.630186,orders_csv
109897,8/12/2014,standard,768,891.776,2026-02-04 11:02:30.630186,orders_csv
109904,7/14/2014,second,338,17.94,2026-02-04 11:02:30.630186,orders_csv
109918,9/7/2014,second,807,131.84,2026-02-04 11:02:30.630186,orders_csv
109932,12/9/2014,first,644,247.784,2026-02-04 11:02:30.630186,orders_csv
110030,12/6/2014,second,466,23.976,2026-02-04 11:02:30.630186,orders_csv
110065,8/5/2014,standard,87,151.95,2026-02-04 11:02:30.630186,orders_csv
110072,10/22/2014,standard,892,93.888,2026-02-04 11:02:30.630186,orders_csv
110100,4/25/2014,standard,201,302.376,2026-02-04 11:02:30.630186,orders_csv
110184,7/12/2014,standard,987,505.686,2026-02-04 11:02:30.630186,orders_csv
110219,5/5/2014,first,109,127.869,2026-02-04 11:02:30.630186,orders_csv
110352,11/23/2014,standard,840,23.68,2026-02-04 11:02:30.630186,orders_csv
110408,10/18/2014,second,170,2216.8,2026-02-04 11:02:30.630186,orders_csv
110422,1/21/2014,second,641,25.248,2026-02-04 11:02:30.630186,orders_csv
110527,8/9/2014,standard,131,20.88,2026-02-04 11:02:30.630186,orders_csv
110555,4/11/2014,standard,531,410.104,2026-02-04 11:02:30.630186,orders_csv
110611,10/6/2014,standard,682,83.92,2026-02-04 11:02:30.630186,orders_csv
110639,8/23/2014,same day,866,71.84,2026-02-04 11:02:30.630186,orders_csv
110786,12/29/2014,standard,133,1365.63,2026-02-04 11:02:30.630186,orders_csv
110849,4/18/2014,standard,50,323.458,2026-02-04 11:02:30.630186,orders_csv
111003,6/1/2014,standard,39,334.68,2026-02-04 11:02:30.630186,orders_csv
111059,2/3/2014,second,210,97.112,2026-02-04 11:02:30.630186,orders_csv
111150,12/31/2014,standard,208,77.21,2026-02-04 11:02:30.630186,orders_csv
111157,3/2/2014,standard,853,154.624,2026-02-04 11:02:30.630186,orders_csv
111192,7/30/2014,standard,586,1367.84,2026-02-04 11:02:30.630186,orders_csv
111360,11/24/2014,standard,891,5.742,2026-02-04 11:02:30.630186,orders_csv
111451,12/26/2014,first,286,855.272,2026-02-04 11:02:30.630186,orders_csv
111500,8/17/2014,standard,741,484.79,2026-02-04 11:02:30.630186,orders_csv
111773,6/29/2014,standard,874,13.92,2026-02-04 11:02:30.630186,orders_csv
111857,4/23/2014,second,42,48.91,2026-02-04 11:02:30.630186,orders_csv
111871,3/18/2014,second,797,1198.33,2026-02-04 11:02:30.630186,orders_csv
111899,5/4/2014,first,607,43.312,2026-02-04 11:02:30.630186,orders_csv
111934,5/5/2014,first,292,47.32,2026-02-04 11:02:30.630186,orders_csv
111962,9/29/2014,standard,144,817.798,2026-02-04 11:02:30.630186,orders_csv
112158,12/2/2014,first,756,1050.6,2026-02-04 11:02:30.630186,orders_csv
112291,4/3/2014,standard,166,233.45,2026-02-04 11:02:30.630186,orders_csv
112326,1/4/2014,standard,572,288.06,2026-02-04 11:02:30.630186,orders_csv
112403,3/31/2014,same day,297,0.852,2026-02-04 11:02:30.630186,orders_csv
112718,12/16/2014,standard,690,1.167,2026-02-04 11:02:30.630186,orders_csv
112837,9/11/2014,standard,387,127.95,2026-02-04 11:02:30.630186,orders_csv
112851,9/17/2014,standard,673,182.94,2026-02-04 11:02:30.630186,orders_csv
113047,10/24/2014,same day,836,11.85,2026-02-04 11:02:30.630186,orders_csv
113166,12/24/2014,first,688,9.568,2026-02-04 11:02:30.630186,orders_csv
113257,12/16/2014,second,619,328.592,2026-02-04 11:02:30.630186,orders_csv
113271,7/9/2014,standard,106,172.097,2026-02-04 11:02:30.630186,orders_csv
113320,12/12/2014,second,543,30.72,2026-02-04 11:02:30.630186,orders_csv
113362,9/14/2014,standard,751,460.22,2026-02-04 11:02:30.630186,orders_csv
113383,9/10/2014,first,795,336.82,2026-02-04 11:02:30.630186,orders_csv
113579,12/13/2014,second,81,90.24,2026-02-04 11:02:30.630186,orders_csv
113768,5/13/2014,standard,743,287.456,2026-02-04 11:02:30.630186,orders_csv
113859,9/13/2014,standard,624,340.116,2026-02-04 11:02:30.630186,orders_csv
113880,3/1/2014,standard,538,651.588,2026-02-04 11:02:30.630186,orders_csv
113887,4/5/2014,first,70,55.48,2026-02-04 11:02:30.630186,orders_csv
113929,6/16/2014,standard,630,115.952,2026-02-04 11:02:30.630186,orders_csv
113964,9/23/2014,standard,414,18.464,2026-02-04 11:02:30.630186,orders_csv
114125,7/9/2014,standard,398,68.704,2026-02-04 11:02:30.630186,orders_csv
114181,5/10/2014,second,571,372.285,2026-02-04 11:02:30.630186,orders_csv
114195,11/1/2014,first,844,94.264,2026-02-04 11:02:30.630186,orders_csv
114251,11/5/2014,standard,201,1476.834,2026-02-04 11:02:30.630186,orders_csv
114314,10/11/2014,standard,140,16.23,2026-02-04 11:02:30.630186,orders_csv
114321,8/20/2014,standard,20,1417.35,2026-02-04 11:02:30.630186,orders_csv
114335,9/28/2014,standard,760,337.088,2026-02-04 11:02:30.630186,orders_csv
114433,5/13/2014,standard,71,149.97,2026-02-04 11:02:30.630186,orders_csv
114510,3/14/2014,standard,781,280.276,2026-02-04 11:02:30.630186,orders_csv
114517,12/23/2014,standard,578,109.836,2026-02-04 11:02:30.630186,orders_csv
114643,6/13/2014,standard,279,14.52,2026-02-04 11:02:30.630186,orders_csv
114790,3/11/2014,second,117,782.63,2026-02-04 11:02:30.630186,orders_csv
115049,9/26/2014,standard,948,153.824,2026-02-04 11:02:30.630186,orders_csv
115056,5/2/2014,same day,491,26.136,2026-02-04 11:02:30.630186,orders_csv
115084,10/18/2014,standard,864,605.34,2026-02-04 11:02:30.630186,orders_csv
115133,9/26/2014,standard,112,52.752,2026-02-04 11:02:30.630186,orders_csv
115161,1/31/2014,first,57,290.666,2026-02-04 11:02:30.630186,orders_csv
115259,8/25/2014,second,904,199.256,2026-02-04 11:02:30.630186,orders_csv
115336,11/18/2014,standard,823,14.48,2026-02-04 11:02:30.630186,orders_csv
115357,8/6/2014,second,392,62.91,2026-02-04 11:02:30.630186,orders_csv
115791,1/16/2014,second,249,299.964,2026-02-04 11:02:30.630186,orders_csv
115812,6/9/2014,standard,10,3714.304,2026-02-04 11:02:30.630186,orders_csv
115889,11/2/2014,standard,257,409.304,2026-02-04 11:02:30.630186,orders_csv
115973,11/24/2014,first,253,2.624,2026-02-04 11:02:30.630186,orders_csv
115980,7/15/2014,standard,288,9.51,2026-02-04 11:02:30.630186,orders_csv
116190,7/26/2014,standard,835,256.48,2026-02-04 11:02:30.630186,orders_csv
116239,3/4/2014,same day,393,354.9,2026-02-04 11:02:30.630186,orders_csv
116246,9/12/2014,second,757,3785.292,2026-02-04 11:02:30.630186,orders_csv
116407,11/15/2014,standard,177,362.176,2026-02-04 11:02:30.630186,orders_csv
116568,12/14/2014,standard,385,186.304,2026-02-04 11:02:30.630186,orders_csv
116666,5/8/2014,first,689,1799.97,2026-02-04 11:02:30.630186,orders_csv
116673,12/15/2014,second,441,6.16,2026-02-04 11:02:30.630186,orders_csv
116757,6/30/2014,standard,131,47.232,2026-02-04 11:02:30.630186,orders_csv
116785,4/26/2014,standard,473,34.0,2026-02-04 11:02:30.630186,orders_csv
116834,10/11/2014,standard,191,408.47,2026-02-04 11:02:30.630186,orders_csv
116904,9/23/2014,standard,723,9900.19,2026-02-04 11:02:30.630186,orders_csv
116932,7/21/2014,standard,215,1173.616,2026-02-04 11:02:30.630186,orders_csv
117016,3/4/2014,standard,274,15.552,2026-02-04 11:02:30.630186,orders_csv
117317,10/19/2014,same day,835,13.44,2026-02-04 11:02:30.630186,orders_csv
117345,8/1/2014,standard,900,202.896,2026-02-04 11:02:30.630186,orders_csv
117429,10/7/2014,standard,140,129.92,2026-02-04 11:02:30.630186,orders_csv
117464,7/22/2014,second,939,1136.092,2026-02-04 11:02:30.630186,orders_csv
117478,9/21/2014,first,374,6.57,2026-02-04 11:02:30.630186,orders_csv
117639,5/21/2014,standard,79,3333.9,2026-02-04 11:02:30.630186,orders_csv
117709,5/4/2014,standard,396,46.8,2026-02-04 11:02:30.630186,orders_csv
117765,9/7/2014,standard,199,643.78,2026-02-04 11:02:30.630186,orders_csv
118192,1/13/2014,standard,592,40.846,2026-02-04 11:02:30.630186,orders_csv
118276,12/29/2014,standard,223,8.736,2026-02-04 11:02:30.630186,orders_csv
118304,4/29/2014,standard,783,19.98,2026-02-04 11:02:30.630186,orders_csv
118339,3/17/2014,standard,432,249.92,2026-02-04 11:02:30.630186,orders_csv
118962,8/5/2014,standard,819,472.044,2026-02-04 11:02:30.630186,orders_csv
118976,4/28/2014,standard,968,526.96,2026-02-04 11:02:30.630186,orders_csv
119032,11/27/2014,standard,410,3.76,2026-02-04 11:02:30.630186,orders_csv
119144,11/16/2014,first,141,730.8525,2026-02-04 11:02:30.630186,orders_csv
119151,11/25/2014,second,589,1393.872,2026-02-04 11:02:30.630186,orders_csv
119172,5/11/2014,standard,816,122.052,2026-02-04 11:02:30.630186,orders_csv
119375,11/17/2014,standard,853,3116.49,2026-02-04 11:02:30.630186,orders_csv
119466,12/15/2014,standard,155,8.544,2026-02-04 11:02:30.630186,orders_csv
119529,11/3/2014,second,502,5.76,2026-02-04 11:02:30.630186,orders_csv
119977,10/8/2014,second,166,123.92,2026-02-04 11:02:30.630186,orders_csv
120096,7/4/2014,first,128,209.968,2026-02-04 11:02:30.630186,orders_csv
120243,12/27/2014,second,953,11.56,2026-02-04 11:02:30.630186,orders_csv
120278,11/7/2014,standard,299,317.48,2026-02-04 11:02:30.630186,orders_csv
120411,9/20/2014,first,757,504.55,2026-02-04 11:02:30.630186,orders_csv
120432,8/24/2014,second,424,25.5,2026-02-04 11:02:30.630186,orders_csv
120474,12/1/2014,first,150,2854.48,2026-02-04 11:02:30.630186,orders_csv
120544,11/23/2014,standard,445,46.088,2026-02-04 11:02:30.630186,orders_csv
120670,11/2/2014,standard,995,799.92,2026-02-04 11:02:30.630186,orders_csv
120768,12/19/2014,second,478,1979.89,2026-02-04 11:02:30.630186,orders_csv
120775,10/3/2014,standard,47,57.908,2026-02-04 11:02:30.630186,orders_csv
120838,3/23/2014,second,441,935.152,2026-02-04 11:02:30.630186,orders_csv
120852,12/20/2014,standard,899,84.872,2026-02-04 11:02:30.630186,orders_csv
120887,9/27/2014,standard,414,87.54,2026-02-04 11:02:30.630186,orders_csv
120950,11/6/2014,standard,994,43.68,2026-02-04 11:02:30.630186,orders_csv
121006,11/10/2014,standard,137,1194.87,2026-02-04 11:02:30.630186,orders_csv
121167,11/28/2014,second,224,17.248,2026-02-04 11:02:30.630186,orders_csv
121286,11/4/2014,second,270,66.616,2026-02-04 11:02:30.630186,orders_csv
121573,11/3/2014,standard,535,840.712,2026-02-04 11:02:30.630186,orders_csv
121629,11/28/2014,standard,564,998.85,2026-02-04 11:02:30.630186,orders_csv
121664,5/6/2014,standard,234,140.736,2026-02-04 11:02:30.630186,orders_csv
121727,8/19/2014,standard,751,10.72,2026-02-04 11:02:30.630186,orders_csv
121762,2/14/2014,standard,646,560.55,2026-02-04 11:02:30.630186,orders_csv
121769,4/8/2014,standard,89,172.11,2026-02-04 11:02:30.630186,orders_csv
122070,4/22/2014,second,524,257.752,2026-02-04 11:02:30.630186,orders_csv
122217,11/24/2014,standard,988,111.15,2026-02-04 11:02:30.630186,orders_csv
122336,4/13/2014,second,755,630.746,2026-02-04 11:02:30.630186,orders_csv
122567,2/16/2014,standard,692,9.04,2026-02-04 11:02:30.630186,orders_csv
122588,11/25/2014,second,699,52.96,2026-02-04 11:02:30.630186,orders_csv
122609,11/12/2014,standard,719,153.112,2026-02-04 11:02:30.630186,orders_csv
122679,7/22/2014,standard,622,19.68,2026-02-04 11:02:30.630186,orders_csv
122749,12/3/2014,standard,734,479.96,2026-02-04 11:02:30.630186,orders_csv
122882,9/7/2014,standard,965,539.074,2026-02-04 11:02:30.630186,orders_csv
122931,9/29/2014,standard,12,2358.672,2026-02-04 11:02:30.630186,orders_csv
123064,6/30/2014,first,854,5.248,2026-02-04 11:02:30.630186,orders_csv
123127,9/8/2014,standard,463,16.78,2026-02-04 11:02:30.630186,orders_csv
123225,7/11/2014,first,778,586.336,2026-02-04 11:02:30.630186,orders_csv
123253,8/22/2014,second,169,3.912,2026-02-04 11:02:30.630186,orders_csv
123260,8/26/2014,standard,528,176.8,2026-02-04 11:02:30.630186,orders_csv
123295,7/18/2014,same day,683,259.136,2026-02-04 11:02:30.630186,orders_csv
123316,10/13/2014,standard,672,7.752,2026-02-04 11:02:30.630186,orders_csv
123323,11/7/2014,standard,128,123.144,2026-02-04 11:02:30.630186,orders_csv
123344,9/24/2014,standard,241,211.96,2026-02-04 11:02:30.630186,orders_csv
123400,2/2/2014,standard,784,199.296,2026-02-04 11:02:30.630186,orders_csv
123477,1/18/2014,second,931,64.864,2026-02-04 11:02:30.630186,orders_csv
123498,11/7/2014,first,425,100.398,2026-02-04 11:02:30.630186,orders_csv
123855,6/18/2014,standard,582,139.8,2026-02-04 11:02:30.630186,orders_csv
123925,12/17/2014,second,580,40.05,2026-02-04 11:02:30.630186,orders_csv
124023,4/7/2014,first,872,8.96,2026-02-04 11:02:30.630186,orders_csv
124079,12/13/2014,standard,304,93.174,2026-02-04 11:02:30.630186,orders_csv
124247,12/16/2014,standard,775,1403.92,2026-02-04 11:02:30.630186,orders_csv
124394,10/17/2014,second,79,130.756,2026-02-04 11:02:30.630186,orders_csv
124429,5/27/2014,same day,234,926.44,2026-02-04 11:02:30.630186,orders_csv
124464,7/14/2014,standard,724,39.48,2026-02-04 11:02:30.630186,orders_csv
124478,8/8/2014,standard,609,1109.725,2026-02-04 11:02:30.630186,orders_csv
124513,9/21/2014,standard,766,66.03,2026-02-04 11:02:30.630186,orders_csv
124618,5/2/2014,second,31,479.984,2026-02-04 11:02:30.630186,orders_csv
124646,6/22/2014,first,738,663.75,2026-02-04 11:02:30.630186,orders_csv
124688,8/27/2014,first,706,1812.01,2026-02-04 11:02:30.630186,orders_csv
124702,11/18/2014,standard,200,867.74,2026-02-04 11:02:30.630186,orders_csv
124709,7/27/2014,second,249,238.0,2026-02-04 11:02:30.630186,orders_csv
124723,8/5/2014,standard,69,489.23,2026-02-04 11:02:30.630186,orders_csv
124730,11/26/2014,same day,332,414.63,2026-02-04 11:02:30.630186,orders_csv
124737,8/23/2014,standard,365,424.376,2026-02-04 11:02:30.630186,orders_csv
124807,7/12/2014,second,446,59.696,2026-02-04 11:02:30.630186,orders_csv
124856,9/29/2014,second,93,1609.32,2026-02-04 11:02:30.630186,orders_csv
125136,9/28/2014,standard,299,106.944,2026-02-04 11:02:30.630186,orders_csv
125150,5/16/2014,standard,806,232.88,2026-02-04 11:02:30.630186,orders_csv
125171,9/3/2014,same day,146,14.4,2026-02-04 11:02:30.630186,orders_csv
125514,9/21/2014,first,360,68.71,2026-02-04 11:02:30.630186,orders_csv
125542,12/5/2014,first,434,521.224,2026-02-04 11:02:30.630186,orders_csv
125556,11/14/2014,second,809,876.73,2026-02-04 11:02:30.630186,orders_csv
125612,8/3/2014,standard,782,163.62,2026-02-04 11:02:30.630186,orders_csv
125682,11/22/2014,first,324,9.96,2026-02-04 11:02:30.630186,orders_csv
125731,9/10/2014,standard,900,1508.768,2026-02-04 11:02:30.630186,orders_csv
125759,2/8/2014,first,891,14.56,2026-02-04 11:02:30.630186,orders_csv
125829,11/4/2014,standard,577,1729.416,2026-02-04 11:02:30.630186,orders_csv
125997,9/20/2014,first,608,3519.37,2026-02-04 11:02:30.630186,orders_csv
126032,6/23/2014,standard,61,86.376,2026-02-04 11:02:30.630186,orders_csv
126193,9/7/2014,standard,777,321.978,2026-02-04 11:02:30.630186,orders_csv
126200,8/25/2014,standard,465,38.064,2026-02-04 11:02:30.630186,orders_csv
126277,9/13/2014,second,843,2.502,2026-02-04 11:02:30.630186,orders_csv
126333,12/23/2014,standard,35,5.184,2026-02-04 11:02:30.630186,orders_csv
126361,8/4/2014,second,963,2126.034,2026-02-04 11:02:30.630186,orders_csv
126403,9/9/2014,second,410,2304.37,2026-02-04 11:02:30.630186,orders_csv
126480,9/20/2014,standard,969,8.56,2026-02-04 11:02:30.630186,orders_csv
126522,9/1/2014,second,870,53.94,2026-02-04 11:02:30.630186,orders_csv
126683,9/29/2014,second,252,2354.98,2026-02-04 11:02:30.630186,orders_csv
126760,7/26/2014,standard,441,1891.316,2026-02-04 11:02:30.630186,orders_csv
126802,12/29/2014,standard,183,38.976,2026-02-04 11:02:30.630186,orders_csv
126907,11/1/2014,standard,776,15.696,2026-02-04 11:02:30.630186,orders_csv
126963,6/15/2014,same day,814,36.544,2026-02-04 11:02:30.630186,orders_csv
127012,8/11/2014,standard,854,76.28,2026-02-04 11:02:30.630186,orders_csv
127131,11/24/2014,standard,757,721.476,2026-02-04 11:02:30.630186,orders_csv
127159,5/12/2014,first,395,34.79,2026-02-04 11:02:30.630186,orders_csv
127166,5/21/2014,second,905,186.908,2026-02-04 11:02:30.630186,orders_csv
127187,12/4/2014,standard,64,129.98,2026-02-04 11:02:30.630186,orders_csv
127299,9/19/2014,standard,448,2692.329,2026-02-04 11:02:30.630186,orders_csv
127383,12/31/2014,standard,160,49.568,2026-02-04 11:02:30.630186,orders_csv
127446,11/25/2014,standard,70,1273.623,2026-02-04 11:02:30.630186,orders_csv
127488,9/22/2014,second,225,4.608,2026-02-04 11:02:30.630186,orders_csv
127523,5/11/2014,standard,415,35.91,2026-02-04 11:02:30.630186,orders_csv
