product_id,brand,title,price,category,rating,image_url,product_url,ingestion_timestamp,source_system
B0FJFFY9D1,mcmola,"white shoe cleaner,new multi-functional cleaning and stain removal cream,white shoes cleaner, multipurpose cleaning cream,all-purpose rinse-free cleaning cream-1pc with sponge",8.99,new season,,https://m.media-amazon.com/images/I/61XpSfqPWvL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0FJFFY9D,2026-02-04 10:57:22.370727,products_csv
B07DRHG6XT,tijn,blue light blocking glasses photochromic lens sunglasses anti eyestrain and uva/uvb for women and men,24.7,new season,4.3,https://m.media-amazon.com/images/I/61TnSoBdnNL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07DRHG6XT,2026-02-04 10:57:22.370727,products_csv
B0DTZ4JKGH,nike,unisex elmntl - hbr backpack,136.0,new season,5.0,https://m.media-amazon.com/images/I/71W9XnuJoHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DTZ4JKGH,2026-02-04 10:57:22.370727,products_csv
B0774XP86B,crep protect,ultimate scuff eraser - sneaker cleaner for suede and nubuck shoes,49.0,new season,4.2,https://m.media-amazon.com/images/I/71xd1y8Y50L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0774XP86B,2026-02-04 10:57:22.370727,products_csv
B09N2NJ73C,adidas,unisex classic badge of sport backpack backpack,66.0,new season,4.5,https://m.media-amazon.com/images/I/81YzIPs6IDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09N2NJ73C,2026-02-04 10:57:22.370727,products_csv
B0BW4LKCT5,pujane,men's dress socks 5 pairs mens cotton calf business formal soft breathable long crew casual socks,49.99,new season,4.4,https://m.media-amazon.com/images/I/51PVatBRLFL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BW4LKCT,2026-02-04 10:57:22.370727,products_csv
B0DRH43G9W,jansport,unisex large accesssory pouch accessories,56.0,new season,,https://m.media-amazon.com/images/I/71giCaqbZQL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DRH43G9W,2026-02-04 10:57:22.370727,products_csv
B07W75NTVR,bange,"35l travel backpack,flight approved carry on backpack for international travel bag, water resistant durable 17-inch laptop backpacks,large daypack business weekender luggage backpack for men women",135.0,new season,4.5,https://m.media-amazon.com/images/I/71CNbs4-ukL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07W75NTVR,2026-02-04 10:57:22.370727,products_csv
B09M6K1XD8,ocheal,"makeup bag, portable cosmetic bag, large capacity travel makeup case organizer, black makeup bags for women toiletry bag for girls traveling with handle and divider",39.89,new season,4.7,https://m.media-amazon.com/images/I/71MRp+xH+6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B09M6K1XD8,2026-02-04 10:57:22.370727,products_csv
B0C7852Z79,under armour,bgs assert 10 ufm syn boys shoes,107.29,new season,4.4,https://m.media-amazon.com/images/I/51LaOfAz70L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C7852Z79,2026-02-04 10:57:22.370727,products_csv
B08Y2J5FPD,jansport,unisex-adult union pack backpack,129.0,new season,4.7,https://m.media-amazon.com/images/I/412mrx4xnwL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08Y2J5FPD,2026-02-04 10:57:22.370727,products_csv
B0B85KKC3X,nike,unisex elmntl prm backpack,,new season,4.6,https://m.media-amazon.com/images/I/61qm+WptkdL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B85KKC3X,2026-02-04 10:57:22.370727,products_csv
B0DMYPB8PK,adidas,unisex-adult backpack with pencil case backpack,100.0,new season,4.6,https://m.media-amazon.com/images/I/71V-mL+A8AL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DMYPB8PK,2026-02-04 10:57:22.370727,products_csv
B0F62Y89LT,jansport,unisex big day pack backpacks,179.0,new season,,https://m.media-amazon.com/images/I/91kEsZkbiyL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0F62Y89LT,2026-02-04 10:57:22.370727,products_csv
B000S27MI8,eastpak,"benchmark single pencil case, 21 cm",72.17,new season,4.7,https://m.media-amazon.com/images/I/71OfAvUDfDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000S27MI8,2026-02-04 10:57:22.370727,products_csv
B0C8HY95M4,skechers,microstrides - class spirit girls sports,102.6,new season,4.6,https://m.media-amazon.com/images/I/71DIE5UlDYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C8HY95M4,2026-02-04 10:57:22.370727,products_csv
B0B1V85H3Y,jansport,superbreak one backpack,129.0,new season,4.6,https://m.media-amazon.com/images/I/417WRinD-FL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B1V85H3Y,2026-02-04 10:57:22.370727,products_csv
B0CL89TVTR,herschel,classic xl backpack,162.0,new season,4.6,https://m.media-amazon.com/images/I/81iesIa5mkL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CL89TVTR,2026-02-04 10:57:22.370727,products_csv
B0B2WY42TR,adidas,tensaur sport 2.0 cf k unisex-child shoes,113.4,new season,4.6,https://m.media-amazon.com/images/I/61iXPyo4COL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WY42TR,2026-02-04 10:57:22.370727,products_csv
B0BPTL2KXF,adidas,unisex classic foundation backpack backpack,41.0,new season,4.6,https://m.media-amazon.com/images/I/81LuRTsYrqL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPTL2KXF,2026-02-04 10:57:22.370727,products_csv
B00VVQTU1C,nike,unisex adult cush ankle- 3p value socks,46.0,new season,4.5,https://m.media-amazon.com/images/I/71R091yUXTS._AC_UL320_.jpg,https://www.amazon.ae/dp/B00VVQTU1C,2026-02-04 10:57:22.370727,products_csv
B0BWK4GPRG,puma,mens puma phase backpacks,54.5,new season,4.6,https://m.media-amazon.com/images/I/81D9jp4+hZL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BWK4GPRG,2026-02-04 10:57:22.370727,products_csv
B0D33T9K2K,adidas,"back to school pencil case 2.0 unisex child bag,black,one size",,new season,4.5,https://m.media-amazon.com/images/I/61S8DHoHJAL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D33T9K2K,2026-02-04 10:57:22.370727,products_csv
B0B3F3PKLN,puma,mens lunch bag and backpack set,109.0,new season,4.4,https://m.media-amazon.com/images/I/71Ff3g32OSL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B3F3PKLN,2026-02-04 10:57:22.370727,products_csv
B09NYCF84H,nike,"nk brsla l duff - 9.5 (95l) duffle bag, one size",129.0,new season,4.5,https://m.media-amazon.com/images/I/71Gpt-DpveL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09NYCF84H,2026-02-04 10:57:22.370727,products_csv
B0D3J15JJ2,skechers,skech-air dynamight 2.0 womens shoes,77.59,new season,4.2,https://m.media-amazon.com/images/I/51yPOxjee5L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J15JJ,2026-02-04 10:57:22.370727,products_csv
B09HZD11WT,adidas,adilette shower beach & pool mens sandals,66.0,new season,4.1,https://m.media-amazon.com/images/I/41+m-t9gLPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZD11WT,2026-02-04 10:57:22.370727,products_csv
B0DPLQMZZ4,skechers,bounder boys shoes,104.0,new season,3.0,https://m.media-amazon.com/images/I/61OQkKo31iL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DPLQMZZ4,2026-02-04 10:57:22.370727,products_csv
B0CL8424TZ,herschel,unisex-adult classic xl backpack backpack,133.0,new season,4.7,https://m.media-amazon.com/images/I/71HmCWB-BML._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CL8424TZ,2026-02-04 10:57:22.370727,products_csv
B083RX7JTQ,buffway,mens rfid blocking slim bifold wallet minimalist leather small wallets for men with cash pocket and card holder slots,36.0,new season,4.6,https://m.media-amazon.com/images/I/8170keb2VoL._AC_UL320_.jpg,https://www.amazon.ae/dp/B083RX7JTQ,2026-02-04 10:57:22.370727,products_csv
B0B2WYMLW3,adidas,tensaur sport 2.0 cf k unisex-child sneaker,89.5,new season,4.6,https://m.media-amazon.com/images/I/51kzQGEo2PL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WYMLW3,2026-02-04 10:57:22.370727,products_csv
B096X4MBH6,tommy hilfiger,"macy's essentials men watch, analog",174.0,new season,4.2,https://m.media-amazon.com/images/I/81mtSiBYXBS._AC_UL320_.jpg,https://www.amazon.ae/dp/B096X4MBH6,2026-02-04 10:57:22.370727,products_csv
B088KR4ZZS,jansport,unisex-adult main campus backpack,247.22,new season,4.7,https://m.media-amazon.com/images/I/81vBTv+DjPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B088KR4ZZS,2026-02-04 10:57:22.370727,products_csv
B0BN6SSWBY,skechers,microstrides girls sneaker,112.0,new season,4.4,https://m.media-amazon.com/images/I/61q3L4QoTOL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BN6SSWBY,2026-02-04 10:57:22.370727,products_csv
B00X3LXXDE,kaps,"nubuck & suede shoe boot cleaner with brush applicator cap, shampoo for, 75 ml - 2.53 fl. oz.",23.99,new season,3.6,https://m.media-amazon.com/images/I/71TVqlddlaL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00X3LXXDE,2026-02-04 10:57:22.370727,products_csv
B0BP2SBRG7,adidas,unisex adults 3-stripes linear half-crew cushioned socks 3 pairs socks (pack of 1),29.0,new season,4.6,https://m.media-amazon.com/images/I/71LLCl4NnSL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BP2SBRG7,2026-02-04 10:57:22.370727,products_csv
B0CZLM5KGT,adidas,unisex kids little kids logo backpack backpack,41.0,new season,3.9,https://m.media-amazon.com/images/I/91cSq177s+L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CZLM5KGT,2026-02-04 10:57:22.370727,products_csv
B000J39T2S,casio,quartz watch: aq-230 men,85.75,new season,4.4,https://m.media-amazon.com/images/I/71Tz2scwrHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000J39T2S,2026-02-04 10:57:22.370727,products_csv
B0C8HX52GL,skechers,microstrides girls sports,155.0,new season,4.4,https://m.media-amazon.com/images/I/81DOBwxcNvL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C8HX52GL,2026-02-04 10:57:22.370727,products_csv
B0CM6TZCNK,nike,mens nsw rpm 2.0 backpack,288.0,new season,4.5,https://m.media-amazon.com/images/I/71f1tkff-kL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CM6TZCNK,2026-02-04 10:57:22.370727,products_csv
B0BRWFYZ4J,guess,womens noelle top zip shoulder bag handbag (pack of 1),325.0,new season,4.7,https://m.media-amazon.com/images/I/61VIcEcNgnL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BRWFYZ4J,2026-02-04 10:57:22.370727,products_csv
B093LQ8W49,under armour,undeniable 5.0 duffle,109.0,new season,4.6,https://m.media-amazon.com/images/I/51CzgAOIMRL._AC_UL320_.jpg,https://www.amazon.ae/dp/B093LQ8W49,2026-02-04 10:57:22.370727,products_csv
B0D5C4581M,puma,men's 8 pack low cut socks running socks,45.29,new season,4.7,https://m.media-amazon.com/images/I/71rv851PRJL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D5C4581M,2026-02-04 10:57:22.370727,products_csv
B0CKJTVRGV,puma,courtflex unisex-child low boot,99.67,new season,4.4,https://m.media-amazon.com/images/I/61-R1rTzT5L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CKJTVRGV,2026-02-04 10:57:22.370727,products_csv
B0778848PF,skechers,nampa-groton mens work shoe,153.88,new season,4.1,https://m.media-amazon.com/images/I/816ZVBvIKfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0778848PF,2026-02-04 10:57:22.370727,products_csv
B0BB3FTKV2,lacoste,metropole men jewelry,239.0,new season,4.6,https://m.media-amazon.com/images/I/51MzqyuMbDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BB3FTKV,2026-02-04 10:57:22.370727,products_csv
B01M8JXI4M,lacoste,tote shopping bags for women's,329.0,new season,4.7,https://m.media-amazon.com/images/I/715jRJo+nBL._AC_UL320_.jpg,https://www.amazon.ae/dp/B01M8JXI4M,2026-02-04 10:57:22.370727,products_csv
B07FKFHTF7,nike,unisex-adult everyday cushion ankle 3 pack socks (pack of 1),53.0,new season,4.5,https://m.media-amazon.com/images/I/61Be5LVi4nL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07FKFHTF7,2026-02-04 10:57:22.370727,products_csv
B078GH9TMW,havaianas,unisex's top color flip-flop,69.24,new season,4.1,https://m.media-amazon.com/images/I/61HuwU19eDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B078GH9TMW,2026-02-04 10:57:22.370727,products_csv
B0DJNTGRQH,adidas,unisex kids power backpack youth backpack,83.0,new season,3.5,https://m.media-amazon.com/images/I/81LpJpHunIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DJNTGRQH,2026-02-04 10:57:22.370727,products_csv
B08TWBFWQF,oscaurt,oscaurt mesh beach bag extra large waterproof sandproof beach tote pool swim bag travel vacation essentials,26.59,new season,4.7,https://m.media-amazon.com/images/I/71PW73QQsXL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08TWBFWQF,2026-02-04 10:57:22.370727,products_csv
B07W82S4FL,nike,mens m nk dry park vii jsy ss t-shirt,71.0,new season,4.6,https://m.media-amazon.com/images/I/71uhSvuf1HL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07W82S4FL,2026-02-04 10:57:22.370727,products_csv
B0BNHCNNJ6,adidas,unisex kids power backpack backpack,86.0,new season,4.7,https://m.media-amazon.com/images/I/81aUaFV5QyL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BNHCNNJ6,2026-02-04 10:57:22.370727,products_csv
B07DVY2969,lacoste,women nf2142aa shopping bag (pack of 2),465.0,new season,4.7,https://m.media-amazon.com/images/I/81ZDeab0AbL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07DVY2969,2026-02-04 10:57:22.370727,products_csv
B0BXXV45RL,branduce,"2.4""（6cm） solid pure color skinny tie plain slim necktie for men",15.9,new season,4.6,https://m.media-amazon.com/images/I/81gKiIaUAaL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BXXV45RL,2026-02-04 10:57:22.370727,products_csv
B0BRV6NTPX,long keeper,unisex adult no small sling bag,22.65,new season,4.1,https://m.media-amazon.com/images/I/71fmIdWZhYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BRV6NTPX,2026-02-04 10:57:22.370727,products_csv
B0CHGWX7HG,under armour,unisex-adult hustle 6.0 backpack backpack,156.0,new season,4.8,https://m.media-amazon.com/images/I/61zMfXiITGL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CHGWX7HG,2026-02-04 10:57:22.370727,products_csv
B0D3L6XCLG,bagsmart,women bm0305067an tote bag,202.49,new season,4.7,https://m.media-amazon.com/images/I/61t4jBybtfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3L6XCLG,2026-02-04 10:57:22.370727,products_csv
B0CDCNTZNP,the north face,men's waterproof antora rain hoodie jacket (standard and big size) - pfas free,468.5,new season,4.7,https://m.media-amazon.com/images/I/710QF3Vg9fL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CDCNTZNP,2026-02-04 10:57:22.370727,products_csv
B0BN1N4PHB,awaytr,womens double layer long satin bonnet long satin bonnet (pack of 1),24.89,new season,4.5,https://m.media-amazon.com/images/I/71k+oBInHTL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BN1N4PHB,2026-02-04 10:57:22.370727,products_csv
B0B1V9BMJY,jansport,"large accessory pouch - secure storage space for pens, power cords, pencil case, ideal for everyday need, 1.3l, navy",89.0,new season,4.9,https://m.media-amazon.com/images/I/41pTXmQP3QL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B1V9BMJY,2026-02-04 10:57:22.370727,products_csv
B0BGXM7NLQ,adidas,unisex adults 3-stripes cushioned crew 3 pairs socks,55.0,new season,4.7,https://m.media-amazon.com/images/I/81XBTGlPFFL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BGXM7NLQ,2026-02-04 10:57:22.370727,products_csv
B0DM6Z9VP8,new balance,unisex lightweight crew socks 3 pack socks (pack of 1),27.89,new season,4.5,https://m.media-amazon.com/images/I/61ofohJRCgL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DM6Z9VP8,2026-02-04 10:57:22.370727,products_csv
B0CD69CFNZ,m x m,travel moving trolley luggage foldable bag with wheels xx-large 30kg/120l â€“ waterproof zipper extendable duffel organizer bag (black-a),51.95,new season,3.7,https://m.media-amazon.com/images/I/51wiDNT6HuL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CD69CFNZ,2026-02-04 10:57:22.370727,products_csv
B0B45VNN5M,adidas,"unisex tiro league duffel bag, black/white, s",89.0,new season,4.6,https://m.media-amazon.com/images/I/81UjAvncPDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B45VNN5M,2026-02-04 10:57:22.370727,products_csv
B0DLL5PHGV,adidas,"marvel spider-man backpack kids, recycled polyester, black",93.0,new season,,https://m.media-amazon.com/images/I/81GsRt8PNBL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DLL5PHGV,2026-02-04 10:57:22.370727,products_csv
B0DRW2D6GM,aldo,women's ruya handbag,99.85,new season,5.0,https://m.media-amazon.com/images/I/510H9PA6OIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DRW2D6GM,2026-02-04 10:57:22.370727,products_csv
B0FG3421VR,jansport,cross town plus medium laptop backpack misty rose ek0a5blbn591,125.0,new season,,https://m.media-amazon.com/images/I/81wEDtb9jhL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0FG3421VR,2026-02-04 10:57:22.370727,products_csv
B09J19C59Y,mosiso,laptop shoulder bag with 2 raised&1 flapover&1 horizontal pocket&handle&belt,,new season,4.6,https://m.media-amazon.com/images/I/71-imdZfpIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09J19C59Y,2026-02-04 10:57:22.370727,products_csv
B07VWT4XRG,fitrell,3 pairs compression socks for women and men 20-30mmhg-circulation support socks,48.82,new season,4.5,https://m.media-amazon.com/images/I/71CUmyhYe2L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07VWT4XRG,2026-02-04 10:57:22.370727,products_csv
B0B2WZNQVN,adidas,tensaur sport 2.0 cf k unisex-child shoes,113.4,new season,4.5,https://m.media-amazon.com/images/I/61iXPyo4COL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WZNQVN,2026-02-04 10:57:22.370727,products_csv
B0C4YQPGK7,adidas,unisex adults power backpack,84.0,new season,4.6,https://m.media-amazon.com/images/I/81X3DyNTqqL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C4YQPGK7,2026-02-04 10:57:22.370727,products_csv
B08Z5Z82QT,nike,unisex-adult everyday cushion crew 3 pack socks (pack of 1),52.0,new season,4.5,https://m.media-amazon.com/images/I/61sZAdj+h6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B08Z5Z82QT,2026-02-04 10:57:22.370727,products_csv
B07D15X8BD,kipling,"miyo luggage, miyo",213.48,new season,4.7,https://m.media-amazon.com/images/I/619BxcQr+0L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07D15X8BD,2026-02-04 10:57:22.370727,products_csv
B09VT1FCYN,kalidi,unisex adult btb mesh casual beach,21.9,new season,4.6,https://m.media-amazon.com/images/I/81eSul9g-zL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09VT1FCYN,2026-02-04 10:57:22.370727,products_csv
B08QYQH3J4,nike,unisex-adult v cush crew - 3 pack socks,60.0,new season,4.6,https://m.media-amazon.com/images/I/71qR6QMzlhL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08QYQH3J4,2026-02-04 10:57:22.370727,products_csv
B0C5J8KWNH,puma,melanite slip on mens shoes,103.68,new season,4.1,https://m.media-amazon.com/images/I/61hWZul1wiL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C5J8KWNH,2026-02-04 10:57:22.370727,products_csv
B00M17LFWM,havaianas,"slim, zehentrenner damen",109.0,new season,4.6,https://m.media-amazon.com/images/I/61qDBJ0UpCL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00M17LFWM,2026-02-04 10:57:22.370727,products_csv
B074MKCXLH,havaianas,unisex's brasil logo flip flops,92.0,new season,4.6,https://m.media-amazon.com/images/I/71QQlsQqV0L._AC_UL320_.jpg,https://www.amazon.ae/dp/B074MKCXLH,2026-02-04 10:57:22.370727,products_csv
B0D1VSW6LH,tommy jeans,women's daily elevated crossover handbag,339.13,new season,,https://m.media-amazon.com/images/I/51jkaqclbnL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D1VSW6LH,2026-02-04 10:57:22.370727,products_csv
B0F9YM3P1G,nike,unisex elemental label handbag,119.0,new season,,https://m.media-amazon.com/images/I/71ihoITzEfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0F9YM3P1G,2026-02-04 10:57:22.370727,products_csv
B091MK45DB,shining diva fashion,"latest stylish rose gold austrian crystal bracelet for women and girls (11942b), free",21.08,new season,4.1,https://m.media-amazon.com/images/I/51JBNLtPvQS._AC_UL320_.jpg,https://www.amazon.ae/dp/B091MK45DB,2026-02-04 10:57:22.370727,products_csv
B0CN9TGT14,the north face,unisex kids jester backpack,,new season,4.7,https://m.media-amazon.com/images/I/61WhXeIZryL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CN9TGT14,2026-02-04 10:57:22.370727,products_csv
B0CVXTS7XP,casio,general line watch: black ws-1700h-1avdf,143.59,new season,4.4,https://m.media-amazon.com/images/I/61L8QaDng7L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CVXTS7XP,2026-02-04 10:57:22.370727,products_csv
B07K2MLC3L,adidas,adilette aqua unisex-adult sandals,61.0,new season,3.9,https://m.media-amazon.com/images/I/41tC3c-R3aL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07K2MLC3L,2026-02-04 10:57:22.370727,products_csv
B0BJ4MZLDX,under armour,unisex adults loudon backpack,,new season,4.5,https://m.media-amazon.com/images/I/71SR9k0L0iL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BJ4MZLDX,2026-02-04 10:57:22.370727,products_csv
B0D3J17ZPB,skechers,microstrides girls sports,110.0,new season,4.3,https://m.media-amazon.com/images/I/81FhdfHTUzL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J17ZPB,2026-02-04 10:57:22.370727,products_csv
B0CYHD7ZW1,under armour,ua undeniable 5.0 duffle xs training for unisex black osfm,84.0,new season,4.0,https://m.media-amazon.com/images/I/6107YUu-zEL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CYHD7ZW,2026-02-04 10:57:22.370727,products_csv
B0BPSMBMW5,adidas,"unisex essentials duffel bag, black/white, xs",65.0,new season,4.2,https://m.media-amazon.com/images/I/81y-NdTBz4L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPSMBMW,2026-02-04 10:57:22.370727,products_csv
B0CKXT54DG,adidas,runfalcon 5 unisex-child shoes,119.0,new season,4.5,https://m.media-amazon.com/images/I/71pxPAd9ATL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CKXT54DG,2026-02-04 10:57:22.370727,products_csv
